license_id,brand_name,ingredient,drugbank_id,potential_indication,source
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,primary cutaneous T-cell non-Hodgkin lymphoma,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,neurodermatitis,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,contact dermatitis,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,seborrheic keratosis,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,occupational dermatitis,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,discoid lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,atopic eczema,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,allergic rhinitis,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,primary cutaneous T-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,chronic cutaneous lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,granuloma annulare,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,lichen disease,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,seborrheic dermatitis,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,exanthem (disease),TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,vasomotor rhinitis,TxGNN Knowledge Graph
EMEA/H/C/004240,Efavirenz/Emtricitabine/Tenofovir disoproxil Mylan,EFAVIRENZ,DB00625,AIDS,TxGNN Knowledge Graph
EMEA/H/C/005117,Ozawade,PITOLISANT,DB11642,narcolepsy-cataplexy syndrome,TxGNN Knowledge Graph
EMEA/H/C/005117,Ozawade,PITOLISANT,DB11642,Balo concentric sclerosis,TxGNN Knowledge Graph
EMEA/H/C/005117,Ozawade,PITOLISANT,DB11642,narcolepsy,TxGNN Knowledge Graph
EMEA/H/C/005117,Ozawade,PITOLISANT,DB11642,central nervous system disease,TxGNN Knowledge Graph
EMEA/H/C/005117,Ozawade,PITOLISANT,DB11642,X-linked adrenoleukodystrophy,TxGNN Knowledge Graph
EMEA/H/C/000860,Isentress,RALTEGRAVIR,DB06817,AIDS,TxGNN Knowledge Graph
EMEA/H/C/002753,Tivicay,DOLUTEGRAVIR,DB08930,AIDS,TxGNN Knowledge Graph
EMEA/H/C/002695,Iclusig,PONATINIB,DB08901,"chronic myelogenous leukemia, BCR-ABL1 positive",TxGNN Knowledge Graph
EMEA/H/C/000406,Glivec,IMATINIB,DB00619,"chronic myelogenous leukemia, BCR-ABL1 positive",TxGNN Knowledge Graph
EMEA/H/C/000406,Glivec,IMATINIB,DB00619,mastocytosis,TxGNN Knowledge Graph
EMEA/H/C/000406,Glivec,IMATINIB,DB00619,systemic mastocytosis,TxGNN Knowledge Graph
EMEA/H/C/000406,Glivec,IMATINIB,DB00619,chronic eosinophilic leukemia,TxGNN Knowledge Graph
EMEA/H/C/000406,Glivec,IMATINIB,DB00619,"blast phase chronic myelogenous leukemia, BCR-ABL1 positive",TxGNN Knowledge Graph
EMEA/H/C/000406,Glivec,IMATINIB,DB00619,"chronic eosinophilic leukemia, not otherwise specified",TxGNN Knowledge Graph
EMEA/H/C/004425,Slenyto,MELATONIN,DB01065,"sleep disorder, initiating and maintaining sleep",TxGNN Knowledge Graph
EMEA/H/C/004425,Slenyto,MELATONIN,DB01065,insomnia (disease),TxGNN Knowledge Graph
EMEA/H/C/005248,Tecovirimat SIGA,TECOVIRIMAT,DB12020,exanthema subitum,TxGNN Knowledge Graph
EMEA/H/C/005248,Tecovirimat SIGA,TECOVIRIMAT,DB12020,contagious pustular dermatitis,TxGNN Knowledge Graph
EMEA/H/C/005248,Tecovirimat SIGA,TECOVIRIMAT,DB12020,erythema infectiosum,TxGNN Knowledge Graph
EMEA/H/C/005248,Tecovirimat SIGA,TECOVIRIMAT,DB12020,variola major infectious disease,TxGNN Knowledge Graph
EMEA/H/C/005248,Tecovirimat SIGA,TECOVIRIMAT,DB12020,cowpox,TxGNN Knowledge Graph
EMEA/H/C/005248,Tecovirimat SIGA,TECOVIRIMAT,DB12020,milker's nodule,TxGNN Knowledge Graph
EMEA/H/C/002482,Zoledronic acid Mylan,ZOLEDRONIC ACID,DB00399,osteoporosis,TxGNN Knowledge Graph
EMEA/H/C/002482,Zoledronic acid Mylan,ZOLEDRONIC ACID,DB00399,bone Paget disease,TxGNN Knowledge Graph
EMEA/H/C/002482,Zoledronic acid Mylan,ZOLEDRONIC ACID,DB00399,postmenopausal osteoporosis,TxGNN Knowledge Graph
EMEA/H/C/002482,Zoledronic acid Mylan,ZOLEDRONIC ACID,DB00399,juvenile Paget disease,TxGNN Knowledge Graph
EMEA/H/C/002482,Zoledronic acid Mylan,ZOLEDRONIC ACID,DB00399,humoral hypercalcemia of malignancy,TxGNN Knowledge Graph
EMEA/H/C/000229,Temodal,TEMOZOLOMIDE,DB00853,anaplastic astrocytoma,TxGNN Knowledge Graph
EMEA/H/C/002314,Duavive,BAZEDOXIFENE,DB06401,osteoporosis,TxGNN Knowledge Graph
EMEA/H/C/002314,Duavive,BAZEDOXIFENE,DB06401,postmenopausal osteoporosis,TxGNN Knowledge Graph
EMEA/H/C/000704,Increlex,MECASERMIN,DB01277,Laron syndrome,TxGNN Knowledge Graph
EMEA/H/C/000704,Increlex,MECASERMIN,DB01277,growth hormone insensitivity syndrome,TxGNN Knowledge Graph
EMEA/H/C/005060,Rekambys,RILPIVIRINE,DB08864,AIDS,TxGNN Knowledge Graph
EMEA/H/C/004218,Myalepta,METRELEPTIN,DB09046,lipodystrophy (disease),TxGNN Knowledge Graph
EMEA/H/C/004218,Myalepta,METRELEPTIN,DB09046,congenital generalized lipodystrophy,TxGNN Knowledge Graph
EMEA/H/C/004218,Myalepta,METRELEPTIN,DB09046,Berardinelli-Seip congenital lipodystrophy,TxGNN Knowledge Graph
EMEA/H/C/004218,Myalepta,METRELEPTIN,DB09046,lipodystrophy,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,TEGAFUR,DB09256,diffuse gastric adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,TEGAFUR,DB09256,gastric carcinoma,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,TEGAFUR,DB09256,gastric neoplasm,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,TEGAFUR,DB09256,gastric linitis plastica,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,GIMERACIL,DB09257,diffuse gastric adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,GIMERACIL,DB09257,gastric carcinoma,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,GIMERACIL,DB09257,gastric neoplasm,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,GIMERACIL,DB09257,gastric linitis plastica,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,OTERACIL,DB03209,diffuse gastric adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,OTERACIL,DB03209,gastric carcinoma,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,OTERACIL,DB03209,gastric neoplasm,TxGNN Knowledge Graph
EMEA/H/C/001242,Teysuno,OTERACIL,DB03209,gastric linitis plastica,TxGNN Knowledge Graph
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,HER2 positive breast carcinoma,TxGNN Knowledge Graph
EMEA/H/C/005386,Phesgo,TRASTUZUMAB,DB00072,HER2 positive breast carcinoma,TxGNN Knowledge Graph
EMEA/H/C/001141,Votrient,PAZOPANIB,DB06589,cancer,TxGNN Knowledge Graph
EMEA/H/C/002755,Abilify Maintena,ARIPIPRAZOLE,DB01238,bipolar disorder,TxGNN Knowledge Graph
EMEA/H/C/005031,Elzonris,TAGRAXOFUSP,DB14731,CD4+/CD56+ hematodermic neoplasm,TxGNN Knowledge Graph
EMEA/H/C/003708,Sylvant,SILTUXIMAB,DB09036,Castleman disease,TxGNN Knowledge Graph
EMEA/H/C/003708,Sylvant,SILTUXIMAB,DB09036,Kimura disease,TxGNN Knowledge Graph
EMEA/H/C/004106,Venclyxto,VENETOCLAX,DB11581,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/004106,Venclyxto,VENETOCLAX,DB11581,Richter syndrome,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,acquired thrombocytopenia,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,non-Hodgkin lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,inherited aplastic anemia,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Burkitt lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,neurodermatitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,chronic primary adrenal insufficiency,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,malignant otitis externa caused by Pseudomonas aeruginosa,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,ALK-positive large B-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,familial nephrotic syndrome,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,serum sickness,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,erythema multiforme,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,keratitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,disease of orbital region,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,external ear disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,"primary cutaneous diffuse large B-cell lymphoma, Leg type",TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,adrenal insufficiency,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,familial glucocorticoid deficiency,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,neoplasm of mature B-cells,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,multiple sclerosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,nephrotic syndrome,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,lymphosarcoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,renin-angiotensin-aldosterone system-blocker-induced angioedema,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,"classic Hodgkin lymphoma, lymphocyte-rich type",TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,B-cell neoplasm,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Diamond-Blackfan anemia,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,folliculotropic mycosis fungoides,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Crohn's colitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,hereditary angioedema,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,T-cell/histiocyte rich large B cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,ankylosing spondylitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,tenosynovitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,asthma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,corneal ulcer,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,primary mediastinal large B-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,trichinosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,primary cutaneous T-cell non-Hodgkin lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,retinal artery occlusion,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,"leukemia, lymphocytic, susceptibility to",TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,iritis (disease),TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,epicondylitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,iridocyclitis (disease),TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,inflammatory bowel disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,mycosis fungoides and variants,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,skin disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,contact dermatitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,primary central nervous system lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,actinic keratosis (disease),TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,congenital adrenal hyperplasia,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,ciliary body disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,musculoskeletal system disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,adrenogenital syndrome,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,acquired angioedema,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,seborrheic keratosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,dermatitis herpetiformis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,pulmonary eosinophilia,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,systemic lupus erythematosus (disease),TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,non-histaminic angioedema,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,rheumatic heart disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,chondrocalcinosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,granuloma annulare,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,pemphigus,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,lichen disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,blepharoconjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,miliary tuberculosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,iris disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,follicular lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,heparin-induced thrombocytopenia (disease),TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,vasomotor rhinitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,diffuse large B-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,rosacea,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,fetal erythroblastosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,localized pagetoid reticulosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Stevens-Johnson syndrome,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,"dermatitis, atopic",TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,gout,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Langerhans cell histiocytosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Trichinella spiralis infectious disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,pediatric systemic lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,"spondyloarthropathy, susceptibility to",TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,thyroiditis (disease),TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,sarcoidosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,familial adrenal hypoplasia with absent pituitary luteinizing hormone,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,humoral hypercalcemia of malignancy,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,obsolete Hodgkin's granuloma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,angioedema,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,keloid formation,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,autoimmune thrombocytopenic,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,psoriatic arthritis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,intravascular large B-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,autoimmune hemolytic anemia,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Crohn disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,adrenocortical insufficiency,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,intrinsic asthma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,mantle cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,precursor T-cell acute lymphoblastic leukemia,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,parapsoriasis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,occupational dermatitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,discoid lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Trichinellosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Addison disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,synovitis (disease),TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,acute lymphoblastic leukemia (disease),TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,eye disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,allergic rhinitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Hodgkins lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,eosinophilic pneumonia,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,primary cutaneous T-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,chronic beryllium disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,chronic cutaneous lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,enterobiasis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,diffuse large B-cell lymphoma of the central nervous system,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,keratoconjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,classic Hodgkin lymphoma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,X-linked adrenal hypoplasia congenita,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,bursitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,Hodgkin's paragranuloma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,papillary conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,punctate epithelial keratoconjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,rheumatoid arthritis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,atopic eczema,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,allergic asthma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,keloid,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,"lymphoma, non-Hodgkin, familial",TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,otitis externa,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,vernal conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,granulomatous slack skin disease,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,atopic conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,plasma cell myeloma,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,brain edema,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,lipoid nephrosis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,psoriasis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,seborrheic dermatitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,exanthem (disease),TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,exfoliative dermatitis,TxGNN Knowledge Graph
EMEA/H/C/001140,Ozurdex,DEXAMETHASONE,DB01234,plasmablastic lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004416,Alkindi,HYDROCORTISONE,DB00741,congenital adrenal hyperplasia,TxGNN Knowledge Graph
EMEA/H/C/000644,Tygacil,TIGECYCLINE,DB00560,streptococcal pneumonia,TxGNN Knowledge Graph
EMEA/H/C/004954,Ultomiris,RAVULIZUMAB,DB11580,paroxysmal nocturnal hemoglobinuria,TxGNN Knowledge Graph
EMEA/H/C/000664,Diacomit,STIRIPENTOL,DB09118,developmental and epileptic encephalopathy,TxGNN Knowledge Graph
EMEA/H/C/000664,Diacomit,STIRIPENTOL,DB09118,Dravet syndrome,TxGNN Knowledge Graph
EMEA/H/C/000664,Diacomit,STIRIPENTOL,DB09118,early myoclonic encephalopathy,TxGNN Knowledge Graph
EMEA/H/C/000201,Insuman,INSULIN HUMAN,DB00030,IDDM 1,TxGNN Knowledge Graph
EMEA/H/C/000201,Insuman,INSULIN HUMAN,DB00030,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/000201,Insuman,INSULIN HUMAN,DB00030,type 1 diabetes mellitus,TxGNN Knowledge Graph
EMEA/H/C/000201,Insuman,INSULIN HUMAN,DB00030,type 2 diabetes mellitus,TxGNN Knowledge Graph
EMEA/H/C/003981,Duloxetine Viatris (previously Duloxetine Mylan),DULOXETINE,DB00476,myofascial pain syndrome,TxGNN Knowledge Graph
EMEA/H/C/003981,Duloxetine Viatris (previously Duloxetine Mylan),DULOXETINE,DB00476,female stress incontinence,TxGNN Knowledge Graph
EMEA/H/C/003981,Duloxetine Viatris (previously Duloxetine Mylan),DULOXETINE,DB00476,endogenous depression,TxGNN Knowledge Graph
